job_id,iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ld_loss,ibd_loss,dxy_loss,genrel_loss
8,1,5.5757154340042904e-05,0.05985722751659406,21728.067252536322,3.0,4.895611181836761e-07,2.75e-06,0.07317672860476761,0.006108272880120912,0.014311767757648359,0.0006267656640709863,0.0006747457128491238,2.9173490911724794e-05
8,2,6.128028944584111e-05,0.049938454465225844,13837.937667252096,2.0,4.7091370600365073e-07,2.75e-06,0.031095976056772157,0.007206257932352085,0.012212779269684565,0.0014050037976543388,0.00017876448890399163,2.7344114421631733e-05
9,0,0.00020303041300386034,0.030446930523913316,2447.9654735412155,3.0,4.5356644373726893e-07,2.75e-06,0.16064944626064656,0.11660142336406737,0.013001200604204137,0.06465037414633153,0.0005572796902681268,0.0012855228791810137
9,1,1.8917814549879897e-05,0.03457492491919732,17556.85681579097,2.0,4.654532553599679e-07,2.75e-06,0.024310845538750483,0.007318939481759919,0.012687826499912116,0.0004972513483971372,0.00013500204558924763,2.7734239900707263e-05
9,2,0.00020765174121436413,0.07908881202016692,14953.094985913422,3.0,4.901645600650362e-07,2.75e-06,0.06601750013826191,0.013597166617689576,0.012768265405915823,0.010488278474812485,0.0007054954923617088,8.35152194107122e-05
10,0,0.00011497490458182203,0.24665919857782723,11898.063906934527,1.0,4.615146903425803e-07,2.75e-06,0.02050521584649681,0.005844932081741721,0.014407456840654637,0.0023421867780594953,0.0002060575274114644,3.201820395374389e-05
10,1,6.792883532477593e-05,0.1285837501107872,18702.655622215505,3.0,4.6377109952064367e-07,2.75e-06,0.020888957502659813,0.005501529248675949,0.013859005850855317,0.0006692882920878852,0.0002036581086074578,3.0381264747905096e-05
10,2,0.004771731768835148,0.23607606872564907,8116.960823466096,2.0,4.6973972655065753e-07,2.75e-06,0.11693705277761103,0.11394690299585208,0.006184166347289751,0.030494523475849505,0.0003286324167420782,0.0012736998653486797
11,0,6.656432422021362e-05,0.24470607972149716,16554.14176286973,3.0,4.82372100236608e-07,2.75e-06,0.06579359292978772,0.005757134084461824,0.013873985346748502,0.0005791434266178532,0.0005328667754096122,3.105351636106347e-05
11,1,0.0001825703189669321,0.10096002585945166,2577.725910419821,2.0,4.6242280963746414e-07,2.75e-06,0.06046662235000364,0.04601079599874682,0.0062181433710837425,0.04257352936003025,0.00031272563851126467,0.000761960110529399
11,2,0.001062184151983028,0.11643714110022509,23168.318442535972,2.0,4.7468211004939334e-07,2.75e-06,0.027843014864601834,0.015608196829534219,0.012656269273646098,0.0079351199964669,0.0002184420075895641,6.200757535671383e-05
12,0,0.00021288360245685657,0.23011599125265325,12421.0995060876,3.0,4.6901465801443185e-07,2.75e-06,0.02965924462312568,0.013073524408830424,0.012862829450635984,0.012737233419142653,0.0001592473085832762,0.0001091400245539834
12,1,0.0001408354693751687,0.017470579455809886,12185.246110956356,2.0,4.603755027029836e-07,2.75e-06,0.02550364259792023,0.02450256879039488,0.009988264742842855,0.007995041720391356,0.00017111020701158944,7.188817701051539e-05
12,2,7.402175046066163e-05,0.03968048357064926,3700.4963763399337,2.0,4.5495837203710424e-07,2.75e-06,0.0491241129162005,0.03036790241319084,0.0061282208225086135,0.010269744953000681,0.00038809415360039446,0.00015976121888444986
13,0,2.0620773486697722e-05,0.23771092082360745,24114.26905877345,2.0,4.6885134441033084e-07,2.75e-06,0.03489631367931169,0.006231191496626235,0.014666503388643037,0.0005045726442755752,0.00016225481961474925,3.21730910269516e-05
13,1,0.0002312223372767912,0.05998346088956103,7893.2694958212705,2.0,4.445798044007276e-07,2.75e-06,0.05531395454984892,0.02253076891486666,0.01053255750374979,0.01543224658872317,0.0005735206636419218,0.00016924879119875323
13,2,0.00016133240828643535,0.14232145577690458,14934.788399281575,1.0,4.5715423221322587e-07,2.75e-06,0.02107475589580605,0.007343451287050406,0.013693100754670834,0.005077449575717945,0.00026963881793504456,4.032814832227554e-05
14,0,0.00010208546565763875,0.24842281265816207,22148.31221960935,3.0,4.6116731065516546e-07,2.75e-06,0.021305386531890055,0.005629170879336371,0.014116362041829483,0.0018271086223805016,0.000178157958081613,3.1271836401201526e-05
